Tm	Fld	RA/G	DefEff	G	GS	CG	Inn	Ch	PO	A	E	DP	Fld%	Rtot	PLAYOFFS	YEAR
New York Yankees	40	4.25	0.685	162	1458	1136	13209	6211	4403	1704	104	156	0.983	-63		1997
Oakland Athletics	49	5.84	0.66	162	1458	988	13008	6223	4336	1765	122	170	0.98	-90		1997
Philadelphia Phillies	46	5.19	0.68	162	1458	1125	12783	5916	4261	1547	108	134	0.982	11	1	1997
Pittsburgh Pirates	43	4.69	0.675	162	1458	1085	12924	6272	4308	1833	131	149	0.979	-89		1997
San Diego Padres	45	5.5	0.672	162	1458	1075	13050	6301	4350	1819	132	132	0.979	-130		1997
Seattle Mariners	47	5.14	0.678	162	1458	1097	13029	6041	4343	1572	126	143	0.979	7		1997
San Francisco Giants	42	4.9	0.684	162	1458	1086	13014	6262	4338	1799	125	157	0.98	42		1997
St. Louis Cardinals	51	4.37	0.686	162	1458	1006	13101	6229	4367	1739	123	156	0.98	59	1	1997
Texas Rangers	43	5.08	0.675	162	1458	1117	12867	6076	4289	1666	121	155	0.98	21	1	1997
Toronto Blue Jays	44	4.28	0.687	162	1458	1230	12984	5958	4328	1536	94	150	0.984	12		1997
Atlanta Braves	42	4	0.689	162	1458	1085	13221	6346	4407	1809	130	143	0.98	38		1996
Baltimore Orioles	44	5.54	0.681	163	1467	1109	13218	6233	4406	1730	97	173	0.984	-30	1	1996
Boston Red Sox	54	5.69	0.665	162	1458	1034	13122	6147	4374	1638	135	152	0.978	-77	1	1996
California Angels	51	5.86	0.683	161	1449	1138	12951	6147	4317	1702	128	156	0.979	-6		1996
Chicago Cubs	41	4.76	0.702	162	1458	1048	13107	6240	4369	1767	104	147	0.983	91		1996
Chicago White Sox	43	4.9	0.687	162	1458	1059	13149	6066	4383	1574	109	145	0.982	-16	1	1996
Cincinnati Reds	48	4.77	0.69	162	1458	1023	12987	6144	4329	1694	121	145	0.98	-40		1996
Cleveland Indians	44	4.78	0.682	161	1449	1133	13071	6246	4357	1765	124	156	0.98	-13		1996
Colorado Rockies	44	5.95	0.674	162	1458	1105	12804	6318	4268	1901	149	167	0.976	-5		1996
Detroit Tigers	53	6.81	0.668	162	1458	1127	12894	6162	4298	1727	137	157	0.978	-77	1	1996
Florida Marlins	46	4.34	0.692	162	1458	1088	12987	6236	4329	1796	111	187	0.982	48		1996
Houston Astros	43	4.89	0.667	162	1458	1064	13023	6171	4341	1692	138	130	0.978	8		1996
Kansas City Royals	40	4.88	0.685	161	1449	1015	13050	6165	4350	1704	111	184	0.982	6		1996
Los Angeles Dodgers	38	4.02	0.69	162	1458	1082	13197	6160	4399	1636	125	143	0.98	-33		1996
Milwaukee Brewers	48	5.55	0.692	162	1458	1034	13026	6169	4342	1693	134	180	0.978	8	1	1996
Minnesota Twins	38	5.56	0.694	162	1458	1096	12957	5932	4319	1519	94	142	0.984	34		1996
Montreal Expos	37	4.12	0.696	162	1458	1039	12972	6163	4324	1713	126	121	0.98	1		1996
New York Mets	40	4.81	0.678	162	1458	1048	12960	6196	4320	1717	159	163	0.974	80		1996
New York Yankees	47	4.86	0.682	162	1458	1084	12960	6024	4320	1613	91	146	0.985	-45		1996
Oakland Athletics	43	5.56	0.682	162	1458	987	13107	6250	4369	1778	103	195	0.984	-53		1996
Philadelphia Phillies	54	4.88	0.686	162	1458	1174	12810	5968	4270	1582	116	145	0.981	2	1	1996
Pittsburgh Pirates	46	5.14	0.673	162	1458	1072	13080	6356	4360	1868	128	144	0.98	-45		1996
San Diego Padres	41	4.21	0.698	162	1458	1101	13401	6353	4467	1768	118	136	0.981	-27		1996
Seattle Mariners	48	5.56	0.683	161	1449	1068	12885	5947	4295	1542	110	155	0.982	50		1996
San Francisco Giants	49	5.32	0.686	162	1458	1080	12981	6100	4327	1637	136	165	0.978	26		1996
St. Louis Cardinals	38	4.36	0.706	162	1458	1098	13071	6148	4357	1666	125	139	0.98	78		1996
Texas Rangers	38	4.9	0.684	163	1467	1156	13044	6082	4348	1647	87	150	0.986	23	1	1996
Toronto Blue Jays	40	4.99	0.691	162	1458	1140	13011	6055	4337	1608	110	187	0.982	-19	1	1996
Atlanta Braves	40	3.75	0.696	144	1296	975	11625	5544	3875	1569	100	113	0.982	19		1995
Baltimore Orioles	45	4.44	0.716	144	1296	993	11403	5314	3801	1441	72	141	0.986	44		1995
Boston Red Sox	53	4.85	0.682	144	1296	998	11634	5579	3878	1581	120	151	0.978	79		1995
California Angels	43	4.81	0.696	145	1305	1006	11559	5364	3853	1416	95	120	0.982	17		1995
Chicago Cubs	43	4.66	0.695	144	1296	981	11709	5581	3903	1563	115	115	0.979	16	1	1995
Chicago White Sox	46	5.23	0.683	145	1305	980	11562	5377	3854	1415	108	131	0.98	-19		1995
Cincinnati Reds	47	4.33	0.699	144	1296	871	11604	5454	3868	1507	79	140	0.986	27		1995
Cleveland Indians	40	4.22	0.699	144	1296	1010	11709	5601	3903	1597	101	142	0.982	-7		1995
Colorado Rockies	41	5.44	0.671	144	1296	964	11595	5637	3865	1665	107	146	0.981	-33		1995
Detroit Tigers	45	5.86	0.672	144	1296	981	11475	5525	3825	1594	106	143	0.981	-50	1	1995
Florida Marlins	46	4.71	0.683	143	1287	975	11574	5439	3858	1466	115	143	0.979	6		1995
Houston Astros	43	4.68	0.673	144	1296	964	11883	5721	3961	1639	121	120	0.979	-47		1995
Kansas City Royals	51	4.8	0.699	144	1296	934	11592	5614	3864	1660	90	168	0.984	46		1995
Los Angeles Dodgers	49	4.23	0.697	144	1296	966	11655	5505	3885	1490	130	120	0.976	-24		1995
Milwaukee Brewers	40	5.19	0.688	144	1296	816	11574	5632	3858	1669	105	186	0.981	3	1	1995
Minnesota Twins	44	6.17	0.684	144	1296	971	11454	5405	3818	1487	100	141	0.981	4		1995
Montreal Expos	45	4.43	0.689	144	1296	975	11553	5518	3851	1558	109	119	0.98	-12		1995
New York Mets	44	4.29	0.692	144	1296	964	11619	5591	3873	1603	115	125	0.979	-22		1995
New York Yankees	42	4.74	0.702	145	1305	1005	11562	5345	3854	1417	74	121	0.986	9		1995
Oakland Athletics	44	5.28	0.688	144	1296	948	11457	5407	3819	1486	102	151	0.981	-36	1	1995
Philadelphia Phillies	49	4.57	0.697	144	1296	1050	11613	5488	3871	1520	97	139	0.982	5	1	1995
Pittsburgh Pirates	40	5.11	0.669	144	1296	946	11478	5536	3826	1588	122	138	0.978	-40	1	1995
San Diego Padres	40	4.67	0.69	144	1296	932	11562	5500	3854	1538	108	130	0.98	-85		1995
Seattle Mariners	46	4.88	0.676	145	1305	977	11604	5329	3868	1357	104	108	0.98	10		1995
San Francisco Giants	46	5.39	0.694	144	1296	1002	11643	5537	3881	1548	108	142	0.98	78		1995
St. Louis Cardinals	46	4.6	0.69	143	1287	1016	11391	5532	3797	1622	113	156	0.98	40	1	1995
Texas Rangers	45	5	0.683	144	1296	959	11565	5542	3855	1589	98	156	0.982	24		1995
Toronto Blue Jays	38	5.4	0.689	144	1296	1019	11634	5374	3878	1399	97	131	0.982	-59	1	1995
Atlanta Braves	31	3.93	0.697	114	1026	786	9237	4392	3079	1232	81	85	0.982	25		1994
Baltimore Orioles	31	4.44	0.706	112	1008	821	8979	4177	2993	1127	57	103	0.986	56		1994
Boston Red Sox	42	5.4	0.678	115	1035	822	9264	4362	3088	1193	81	124	0.981	12		1994
California Angels	37	5.74	0.679	115	1035	805	9243	4353	3081	1196	76	110	0.983	7		1994
Chicago Cubs	35	4.86	0.689	113	1017	732	9213	4409	3071	1257	81	110	0.982	11		1994
Chicago White Sox	34	4.41	0.705	113	1017	786	9102	4104	3034	991	79	91	0.981	13		1994
Cincinnati Reds	35	4.26	0.691	115	1035	756	9345	4368	3115	1180	73	91	0.983	-2		1994
Cleveland Indians	39	4.97	0.676	113	1017	799	9168	4435	3056	1289	90	119	0.98	-5		1994
Colorado Rockies	36	5.45	0.664	117	1053	836	9279	4436	3093	1259	84	117	0.981	-32		1994
Detroit Tigers	36	5.83	0.693	115	1035	796	9162	4397	3054	1261	82	90	0.981	-38		1994
Florida Marlins	42	5.01	0.688	115	1035	758	9135	4348	3045	1208	95	111	0.978	24		1994
Houston Astros	33	4.37	0.688	115	1035	806	9267	4428	3089	1263	76	110	0.983	26		1994
Kansas City Royals	31	4.63	0.695	115	1035	864	9285	4428	3095	1253	80	102	0.982	-10		1994
Los Angeles Dodgers	35	4.46	0.681	114	1026	734	9126	4374	3042	1244	88	104	0.98	-70		1994
Milwaukee Brewers	36	5.1	0.701	115	1035	763	9324	4495	3108	1302	85	130	0.981	33		1994
Minnesota Twins	33	6.09	0.673	113	1017	781	9045	4276	3015	1186	75	99	0.982	9		1994
Montreal Expos	32	3.98	0.699	114	1026	723	9330	4382	3110	1178	94	90	0.979	23		1994
New York Mets	37	4.65	0.692	113	1017	741	9207	4443	3069	1285	89	112	0.98	-19		1994
New York Yankees	36	4.73	0.695	113	1017	783	9177	4465	3059	1326	80	122	0.982	-2		1994
Oakland Athletics	43	5.17	0.7	114	1026	761	9030	4220	3010	1122	88	105	0.979	28		1994
Philadelphia Phillies	40	4.32	0.693	115	1035	805	9219	4311	3073	1144	94	96	0.978	-34		1994
Pittsburgh Pirates	39	5.09	0.678	114	1026	788	9051	4446	3017	1338	91	131	0.98	25		1994
San Diego Padres	40	4.54	0.686	117	1053	753	9411	4449	3137	1201	111	82	0.975	-96		1994
Seattle Mariners	44	5.5	0.669	112	1008	781	8856	4214	2952	1167	95	102	0.977	9		1994
San Francisco Giants	36	4.35	0.707	115	1035	796	9228	4419	3076	1275	68	113	0.985	35		1994
St. Louis Cardinals	37	5.4	0.677	115	1035	852	9162	4394	3054	1260	80	119	0.982	35		1994
Texas Rangers	40	6.11	0.673	114	1026	797	9207	4437	3069	1262	106	106	0.976	-44		1994
Toronto Blue Jays	34	5.03	0.681	115	1035	822	9225	4215	3075	1059	81	105	0.981	-30		1994
Atlanta Braves	33	3.45	0.711	162	1458	1122	13095	6242	4365	1769	108	146	0.983	82	1	1993
Baltimore Orioles	39	4.6	0.704	162	1458	1200	12984	6217	4328	1789	100	171	0.984	73		1993
Boston Red Sox	38	4.31	0.702	162	1458	1055	13071	6171	4357	1692	122	155	0.98	71		1993
California Angels	46	4.75	0.695	162	1458	1137	12873	6105	4291	1694	120	161	0.98	-40		1993
Chicago Cubs	38	4.53	0.69	163	1467	1087	13047	6353	4349	1889	115	162	0.982	46		1993
Chicago White Sox	40	4.1	0.7	162	1458	1126	13086	6139	4362	1665	112	153	0.982	61		1993
Cincinnati Reds	51	4.85	0.684	162	1458	1091	12906	6056	4302	1633	121	133	0.98	-52		1993
Cleveland Indians	47	5.02	0.679	162	1458	1077	13011	6146	4337	1661	148	174	0.976	2	1	1993
Colorado Rockies	46	5.97	0.664	162	1458	1105	12882	6221	4294	1760	167	149	0.973	-23		1993
Detroit Tigers	40	5.17	0.693	162	1458	1104	12930	6219	4310	1777	132	148	0.979	-32		1993
Florida Marlins	43	4.47	0.696	162	1458	1115	12963	6149	4321	1703	125	130	0.98	-23		1993
Houston Astros	36	3.89	0.697	162	1458	1131	12972	6101	4324	1651	126	141	0.979	34		1993
Kansas City Royals	42	4.28	0.7	162	1458	1118	13008	6142	4336	1709	97	150	0.984	27		1993
Los Angeles Dodgers	35	4.09	0.693	162	1458	1112	13254	6389	4418	1838	133	141	0.979	-97		1993
Milwaukee Brewers	40	4.89	0.696	162	1458	1090	13023	6104	4341	1632	131	148	0.979	25		1993
Minnesota Twins	41	5.12	0.679	162	1458	1082	12999	6188	4333	1755	100	160	0.984	-43		1993
Montreal Expos	48	4.18	0.703	163	1467	997	13110	6356	4370	1827	159	144	0.975	-22		1993
New York Mets	41	4.59	0.69	162	1458	1076	12942	6251	4314	1781	156	143	0.975	-20		1993
New York Yankees	41	4.7	0.7	162	1458	1082	12945	6309	4315	1889	105	166	0.983	40		1993
Oakland Athletics	43	5.22	0.689	162	1458	1123	13071	6093	4357	1625	111	161	0.982	-43		1993
Philadelphia Phillies	40	4.57	0.693	162	1458	1104	13254	6095	4418	1536	141	123	0.977	-49		1993
Pittsburgh Pirates	47	4.98	0.689	162	1458	1079	13011	6258	4337	1816	105	161	0.983	-15		1993
San Diego Padres	46	4.77	0.688	162	1458	1010	12939	6089	4313	1616	160	129	0.974	-130	1	1993
Seattle Mariners	48	4.51	0.693	162	1458	1121	13083	6177	4361	1726	90	173	0.985	47		1993
San Francisco Giants	41	3.93	0.711	162	1458	1138	13110	6204	4370	1733	101	169	0.984	37		1993
St. Louis Cardinals	39	4.59	0.689	162	1458	1108	13077	6408	4359	1890	159	157	0.975	-16		1993
Texas Rangers	42	4.64	0.688	162	1458	1101	12945	6227	4315	1780	132	145	0.979	6		1993
Toronto Blue Jays	38	4.58	0.692	162	1458	1194	12972	6013	4324	1582	107	144	0.982	10	1	1993
Atlanta Braves	41	3.51	0.713	162	1458	1013	13140	6192	4380	1703	109	121	0.982	39	1	1992
Baltimore Orioles	35	4.05	0.71	162	1458	1162	13176	6193	4392	1708	93	168	0.985	14		1992
Boston Red Sox	37	4.13	0.695	162	1458	1161	13038	6356	4346	1871	139	170	0.978	-20		1992
California Angels	41	4.14	0.693	162	1458	1127	13014	6283	4338	1811	134	172	0.979	12		1992
Chicago Cubs	41	3.85	0.716	162	1458	1068	13221	6455	4407	1934	114	142	0.982	2		1992
Chicago White Sox	35	4.26	0.711	162	1458	1131	13155	6292	4385	1778	129	134	0.979	39		1992
Cincinnati Reds	42	3.76	0.7	162	1458	1040	13047	6110	4349	1665	96	128	0.984	-28	1	1992
Cleveland Indians	42	4.6	0.693	162	1458	1127	13230	6278	4410	1727	141	176	0.978	18		1992
Detroit Tigers	34	4.9	0.698	162	1458	1133	12921	6189	4307	1766	116	164	0.981	25	1	1992
Houston Astros	37	4.12	0.704	162	1458	1037	13134	6113	4378	1621	114	125	0.981	8		1992
Kansas City Royals	42	4.12	0.701	162	1458	1162	13026	6212	4342	1748	122	164	0.98	-16		1992
Los Angeles Dodgers	36	3.93	0.685	162	1458	1006	12942	6315	4314	1827	174	136	0.972	-96		1992
Milwaukee Brewers	35	3.73	0.725	162	1458	1150	13113	6201	4371	1741	89	146	0.986	12		1992
Minnesota Twins	39	4.03	0.706	162	1458	1065	13077	6230	4359	1776	95	155	0.985	35		1992
Montreal Expos	45	3.59	0.713	162	1458	1077	13212	6302	4404	1774	124	113	0.98	-2		1992
New York Mets	44	4.03	0.692	162	1458	991	13020	6173	4340	1717	116	134	0.981	-50		1992
New York Yankees	40	4.6	0.699	162	1458	1194	13074	6211	4358	1739	114	165	0.982	-16		1992
Oakland Athletics	44	4.15	0.707	162	1458	1040	13023	6042	4341	1576	125	158	0.979	12		1992
Philadelphia Phillies	48	4.43	0.704	162	1458	1150	12852	6029	4284	1614	131	128	0.978	-24		1992
Pittsburgh Pirates	43	3.67	0.711	162	1458	1070	13317	6471	4439	1931	101	144	0.984	0		1992
San Diego Padres	38	3.93	0.694	162	1458	1152	13152	6218	4384	1719	115	127	0.982	41		1992
Seattle Mariners	48	4.93	0.694	162	1458	1085	13005	6210	4335	1763	112	170	0.982	-46		1992
San Francisco Giants	40	3.99	0.707	162	1458	1056	13149	6278	4383	1782	113	174	0.982	8		1992
St. Louis Cardinals	39	3.73	0.716	162	1458	1128	13320	6311	4440	1777	94	146	0.985	-1		1992
Texas Rangers	51	4.65	0.68	162	1458	1034	13143	6227	4381	1692	154	153	0.975	-48		1992
Toronto Blue Jays	39	4.21	0.712	162	1458	1167	12966	6006	4322	1591	93	109	0.985	32	1	1992
Atlanta Braves	43	3.98	0.714	162	1458	988	13074	6330	4358	1834	138	122	0.978	-98	1	1991
Baltimore Orioles	41	4.91	0.692	162	1458	1067	13119	6271	4373	1807	91	172	0.985	39		1991
Boston Red Sox	37	4.4	0.699	162	1458	1126	12957	6203	4319	1768	116	165	0.981	35		1991
California Angels	41	4.01	0.708	162	1458	1186	12975	6285	4325	1858	102	156	0.984	-28		1991
Chicago Cubs	39	4.59	0.703	160	1440	962	13110	6313	4370	1830	113	120	0.982	5		1991
Chicago White Sox	37	4.2	0.728	162	1458	974	13302	6290	4434	1740	116	151	0.982	64		1991
Cincinnati Reds	40	4.27	0.701	162	1458	1088	12960	6060	4320	1615	125	131	0.979	-9	1	1991
Cleveland Indians	52	4.69	0.678	162	1458	1100	12972	6185	4324	1712	149	150	0.976	-13		1991
Detroit Tigers	41	4.9	0.693	162	1458	1101	13053	6251	4351	1796	104	171	0.983	52		1991
Houston Astros	44	4.43	0.701	162	1458	1014	13077	6137	4359	1617	161	129	0.974	8		1991
Kansas City Royals	45	4.46	0.688	162	1458	1028	13194	6217	4398	1694	125	141	0.98	-30		1991
Los Angeles Dodgers	38	3.49	0.708	162	1458	1007	13122	6292	4374	1795	123	126	0.98	-26		1991
Milwaukee Brewers	39	4.59	0.698	162	1458	1158	13173	6279	4391	1770	118	176	0.981	-30	1	1991
Minnesota Twins	35	4.02	0.71	162	1458	972	13044	6222	4348	1779	95	161	0.985	35		1991
Montreal Expos	38	4.07	0.713	161	1449	1121	12963	6250	4321	1796	133	128	0.979	11		1991
New York Mets	40	4.01	0.689	161	1449	1012	12936	6221	4312	1766	143	112	0.977	-64		1991
New York Yankees	40	4.8	0.684	162	1458	1125	12996	6217	4332	1752	133	181	0.979	-39		1991
Oakland Athletics	46	4.79	0.706	162	1458	1015	12999	6048	4333	1608	107	150	0.982	18		1991
Philadelphia Phillies	42	4.2	0.71	162	1458	1105	13167	6131	4389	1623	119	111	0.981	-16		1991
Pittsburgh Pirates	41	3.9	0.701	162	1458	1069	13110	6336	4370	1846	120	134	0.981	-13		1991
San Diego Padres	47	3.99	0.711	162	1458	1120	13074	6202	4358	1731	113	130	0.982	64		1991
Seattle Mariners	38	4.16	0.703	162	1458	1009	13179	6286	4393	1783	110	187	0.983	-29		1991
San Francisco Giants	41	4.3	0.707	162	1458	1003	12978	6188	4326	1753	109	151	0.982	15		1991
St. Louis Cardinals	36	4	0.711	162	1458	1080	12918	6102	4306	1689	107	133	0.982	26		1991
Texas Rangers	48	5.02	0.692	162	1458	939	13311	6283	4437	1712	134	138	0.979	-36		1991
Toronto Blue Jays	44	3.84	0.718	162	1458	1133	13164	6201	4388	1686	127	115	0.98	29	1	1991
Atlanta Braves	46	5.07	0.676	162	1458	1098	12867	6182	4289	1735	158	133	0.974	-58		1990
Baltimore Orioles	46	4.34	0.711	161	1449	1114	12918	6050	4306	1651	93	151	0.985	39		1990
Boston Red Sox	40	4.1	0.685	162	1458	1155	12978	6192	4326	1743	123	154	0.98	-34		1990
California Angels	42	4.36	0.681	162	1458	1128	13086	6375	4362	1871	142	186	0.978	-44		1990
Chicago Cubs	39	4.78	0.689	162	1458	1069	12984	6208	4328	1756	124	136	0.98	-76		1990
Chicago White Sox	36	3.91	0.712	162	1458	1092	13044	6178	4348	1706	124	169	0.98	66		1990
Cincinnati Reds	39	3.69	0.709	162	1458	1108	13107	6161	4369	1690	102	126	0.983	-17	1	1990
Cleveland Indians	44	4.55	0.695	162	1458	1108	12846	6047	4282	1648	117	146	0.981	16		1990
Detroit Tigers	43	4.65	0.705	162	1458	1082	12873	6196	4291	1774	131	178	0.979	-9	1	1990
Houston Astros	43	4.05	0.708	162	1458	1011	13050	6083	4350	1602	131	124	0.978	-39		1990
Kansas City Royals	46	4.4	0.683	161	1449	1077	12786	5982	4262	1598	122	161	0.98	-53		1990
Los Angeles Dodgers	46	4.23	0.703	162	1458	1019	12978	6068	4326	1612	130	123	0.979	-19		1990
Milwaukee Brewers	43	4.69	0.685	162	1458	1090	13005	6221	4335	1737	149	152	0.976	-28		1990
Minnesota Twins	39	4.5	0.689	162	1458	1041	12921	6113	4307	1705	101	161	0.983	-1		1990
Montreal Expos	42	3.69	0.713	162	1458	1075	13260	6178	4420	1648	110	134	0.982	-20		1990
New York Mets	44	3.78	0.69	162	1458	1080	12960	6017	4320	1565	132	107	0.978	-36		1990
New York Yankees	42	4.62	0.699	162	1458	1105	13002	6251	4334	1791	126	164	0.98	38		1990
Oakland Athletics	39	3.52	0.732	162	1458	1071	13104	6085	4368	1630	87	152	0.986	107		1990
Philadelphia Phillies	43	4.5	0.711	162	1458	1109	13041	6203	4347	1739	117	150	0.981	27		1990
Pittsburgh Pirates	46	3.82	0.713	162	1458	1104	13023	6252	4341	1777	134	125	0.979	18	1	1990
San Diego Padres	36	4.15	0.7	162	1458	1137	13155	6194	4385	1668	141	141	0.977	-47		1990
Seattle Mariners	43	4.2	0.704	162	1458	1120	12990	6190	4330	1730	130	152	0.979	50		1990
San Francisco Giants	51	4.38	0.702	162	1458	1028	13017	6271	4339	1825	107	148	0.983	-30		1990
St. Louis Cardinals	43	4.31	0.699	162	1458	1119	12990	6194	4330	1734	130	114	0.979	35	1	1990
Texas Rangers	40	4.3	0.701	162	1458	986	13002	6188	4334	1721	133	161	0.979	22		1990
Toronto Blue Jays	40	4.08	0.707	162	1458	1165	13086	6168	4362	1720	86	144	0.986	28		1990
